sheet,character_id,name,yang_atk,yang_def,yin_atk,yin_def,speed,barrier_count,weak_text,resist_text,skill_rate,skill_text,skill_effects,boost_text,boost_effects
周擂台1,2044,射命丸文(2044),9240,4998,7140,9240,5040,7,火木土,水星,50.0,敌方全体会心回避下降5等级 (1回合),"[[2, 7, 4, 1, 5, 50]]",自身速度上升2等级 (1回合),"[[1, 5, 1, 1, 2]]"
周擂台1,2057,纯狐(2057),9240,4998,7140,9240,5040,7,月水金,火木,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台1,2081,稀神探女(2081),9240,10290,7140,20328,5565,4,日火星,月土,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台1,2091,丰聪耳神子(2091),9240,4998,7140,9240,5565,7,月木土,日水,100.0,己方全体受到来自通常弹的伤害下降65% (1回合),"[[12, 1, 2, 1, 65, 100]]",无,[]
周擂台1,3001,博丽灵梦(3001),9240,10290,7140,20328,5565,4,日水金,木星,100.0,己方全体受到来自镭射弹的伤害下降65% (1回合),"[[12, 2, 2, 1, 65, 100]]",无,[]
周擂台1,3002,雾雨魔理沙(3002),9240,4998,7140,9240,5040,7,火木星,月金,30.0,己方全体结界回复2枚,"[[4, 0, 2, 1, 2, 30]]",己方全体会心防御上升2等级 (1回合),[]
周擂台1,3004,芙兰朵露·斯卡雷特(3004),9240,4998,7140,9240,5040,7,月水土,火木,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,3005,十六夜咲夜(3005),9240,10290,7140,20328,5565,4,日金星,水土,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,3009,八云紫(3009),9240,4998,7140,9240,5565,7,火木土,日星,100.0,己方全体受到来自体术弹的伤害下降65% (1回合),"[[12, 3, 2, 1, 65, 100]]",无,[]
周擂台1,3011,魂魄妖梦(3011),9240,10290,7140,20328,5565,4,月金星,火水,100.0,己方全体受到来自斩击弹的伤害下降65% (1回合),"[[12, 4, 2, 1, 65, 100]]",无,[]
周擂台1,3015,铃仙·优昙华院·因幡(3015),9240,4998,7140,9240,5040,7,日水土,木金,50.0,己方全体结界异常回复2枚,[],己方全体阴防上升2等级 (1回合),"[[1, 4, 2, 1, 2]]"
周擂台1,3018,八意永琳(3018),9240,4998,7140,9240,5040,7,火木星,月土,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台1,3037,东风谷早苗(3037),9240,4998,7140,9240,5565,7,月水土,日金,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台1,3051,古明地恋(3051),9240,10290,7140,20328,5565,4,火木星,月金,100.0,己方全体受到来自流体弹的伤害下降65% (1回合),"[[12, 6, 2, 1, 65, 100]]",无,[]
周擂台1,4001,博丽灵梦(4001),9240,4998,7140,9240,5040,7,日水金,木星,50.0,敌方全体阳防下降5等级 (1回合),"[[2, 2, 4, 1, 5, 50]]",己方全体阳攻上升2等级 (1回合),"[[1, 1, 2, 1, 2]]"
周擂台1,4002,雾雨魔理沙(4002),9240,4998,7140,9240,5040,7,月木土,火水,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,4005,十六夜咲夜(4005),9240,10290,7140,20328,5565,4,日火水,土星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,4011,魂魄妖梦(4011),9240,10290,7140,20328,5565,4,火木土,水金,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台1,4015,铃仙·优昙华院·因幡(4015),9240,4998,7140,9240,5040,7,日水星,月木,50.0,敌方全体阳攻下降5等级 (1回合),"[[2, 1, 4, 1, 5, 50]]",无,[]
周擂台1,4037,东风谷早苗(4037),9240,4998,7140,9240,5565,7,月火金,日土,100.0,己方全体受到来自光弹的伤害下降65% (1回合),"[[12, 9, 2, 1, 65, 100]]",无,[]
周擂台1,1123,天弓千亦(1123),9240,4998,7140,9240,5565,7,月金,日土,100.0,己方全体受到来自追踪弹的伤害下降65% (1回合),"[[12, 11, 2, 1, 65, 100]]",无,[]
周擂台1,1117,豪德寺三花(1117),9240,4998,7140,9240,5565,7,日金,火土,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台1,2008,小恶魔(2008),9240,4998,7140,9240,5565,7,水星,月木,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台1,1124,姬虫百百世(1124),9240,4998,7140,9240,5040,7,月星,日火,50.0,己方全体会心攻击上升5等级 (1回合),"[[1, 8, 2, 1, 5, 50]]",己方全体会心攻击上升2等级 (1回合),"[[1, 8, 2, 1, 2]]"
周擂台1,2033,桑尼米尔克(2033),9240,4998,7140,9240,5040,7,日金,月水,50.0,敌方全体会心回避下降5等级 (1回合),"[[2, 7, 4, 1, 5, 50]]",自身回避上升2等级 (1回合),"[[1, 7, 1, 1, 2]]"
周擂台1,2050,古明地觉(2050),9240,4998,7140,9240,5040,7,月水土,日火,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,3006,帕秋莉·诺蕾姬(3006),9240,10290,7140,20328,5565,4,日金,土星,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台1,3050,古明地觉(3050),9240,10290,7140,20328,5565,4,金星,火土,100.0,己方全体受到来自斩击弹的伤害下降65% (1回合),"[[12, 4, 2, 1, 65, 100]]",无,[]
周擂台1,3010,西行寺幽幽子(3010),9240,10290,7140,20328,5565,4,月土,日火,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台1,1119,驹草山如(1119),9240,4998,7140,9240,5565,7,日水,月木,100.0,己方全体受到来自镭射弹的伤害下降65% (1回合),"[[12, 2, 2, 1, 65, 100]]",无,[]
周擂台1,1121,菅牧典(1121),9240,10290,7140,20328,5565,4,木星,金土,100.0,己方全体受到来自流体弹的伤害下降65% (1回合),"[[12, 6, 2, 1, 65, 100]]",无,[]
周擂台1,2042,因幡帝(2042),9240,10290,7140,20328,5565,4,火金,水星,100.0,己方全体受到来自能量弹的伤害下降65% (1回合),"[[12, 7, 2, 1, 65, 100]]",无,[]
周擂台1,2020,藤原妹红(2020),9240,4998,7140,9240,5565,7,月木,日火,100.0,己方全体受到来自镭射弹的伤害下降65% (1回合),"[[12, 2, 2, 1, 65, 100]]",无,[]
周擂台1,5052,火焰猫燐(5052),9240,4998,7140,9240,3885,7,金星,月水,50.0,己方全体会心防御上升5等级 (1回合),[],己方全体阴攻上升2等级 (1回合),"[[1, 3, 2, 1, 2]]"
周擂台1,5053,灵乌路空(5053),9240,4998,7140,9240,5040,7,日土,木星,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台1,2021,清兰(2021),9240,10290,7140,20328,5565,4,水金,木土,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台1,2022,铃瑚(2022),9240,4998,7140,9240,5565,7,土星,日火,100.0,己方全体受到来自流体弹的伤害下降65% (1回合),"[[12, 6, 2, 1, 65, 100]]",无,[]
周擂台1,2073,露米娅(2073),9240,4998,7140,9240,3885,7,日水,月金,50.0,敌方全体阳防下降5等级 (1回合),"[[2, 2, 4, 1, 5, 50]]",己方全体会心攻击上升2等级 (1回合),"[[1, 8, 2, 1, 2]]"
周擂台1,4004,芙兰朵露·斯卡雷特(4004),9240,4998,7140,9240,3885,7,月火,日星,100.0,己方全体受到来自土属性的伤害下降50% (1回合),"[[13, 7, 2, 1, 50, 100]]",己方全体阴攻上升2等级 (1回合),"[[1, 3, 2, 1, 2]]"
周擂台1,4003,蕾米莉亚·斯卡雷特(4003),9240,4998,7140,9240,3885,7,木土,水金,100.0,己方全体受到来自月属性的伤害下降50% (1回合),"[[13, 2, 2, 1, 50, 100]]",自身命中上升2等级 (1回合),"[[1, 6, 1, 1, 2]]"
周擂台1,3007,红美铃(3007),9240,4998,7140,9240,4725,7,日金,月水,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,3008,小恶魔(3008),9240,4998,7140,9240,4725,7,日木,月火,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台1,2031,大妖精(2031),9240,10290,7140,20328,3990,4,水土,木金星,100.0,己方全体受到来自通常弹的伤害下降65% (1回合),"[[12, 1, 2, 1, 65, 100]]",无,[]
周擂台1,5056,赫卡提亚·拉碧斯拉祖利(5056),9240,10290,7140,20328,3990,4,日月,土星,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台1,19032,爱丽丝·玛格特罗伊德(19032),9240,4998,7140,9240,5565,7,火星,水木,50.0,敌方全体阳防下降5等级 (1回合),"[[2, 2, 4, 1, 5, 50]]",无,[]
周擂台1,3084,风见幽香(3084),9240,10290,7140,20328,4200,4,金星,月水,100.0,己方全体受到来自斩击弹的伤害下降65% (1回合),"[[12, 4, 2, 1, 65, 100]]",无,[]
周擂台1,2080,哆来咪·苏伊特(2080),9240,4998,7140,9240,4725,7,日木,月火,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台1,2072,上白泽慧音(2072),9240,4998,7140,9240,5040,7,水土,火木金,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台1,2097,米斯蒂娅·萝蕾拉(2097),9240,10290,7140,20328,4200,4,火金,土星,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台1,2098,莉格露·奈特巴格(2098),9240,4998,7140,9240,4725,7,水木,日土,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,2055,四季映姬·夜摩仙那度(2055),9240,10290,7140,20328,5460,4,月火,日木,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,6112,庭渡久侘歌(6112),9240,4998,7140,9240,4200,7,日月,金星,50.0,敌方全体阴攻下降5等级 (1回合),"[[2, 3, 4, 1, 5, 50]]",己方全体阴攻上升2等级 (1回合),"[[1, 3, 2, 1, 2]]"
周擂台1,2054,小野塚小町(2054),9240,10290,7140,20328,4935,4,火水,金土,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,19009,八云紫(19009),9240,4998,7140,9240,4515,7,木金,月火,50.0,己方全体阳攻上升5等级 (1回合),"[[1, 1, 2, 1, 5, 50]]",自身速度上升2等级 (1回合),"[[1, 5, 1, 1, 2]]"
周擂台1,5001,博丽灵梦(5001),9240,4998,7140,9240,4725,7,月金,水星,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台1,6001,博丽灵梦(6001),9240,10290,7140,20328,4305,4,月金,水土,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台1,4032,爱丽丝·玛格特罗伊德(4032),9240,4998,7140,9240,5250,7,土星,日木,50.0,己方全体会心攻击上升5等级 (1回合),"[[1, 8, 2, 1, 5, 50]]",己方全体阳攻上升2等级 (1回合),"[[1, 1, 2, 1, 2]]"
周擂台1,2036,梅蒂欣·梅兰可莉(2036),9240,4998,7140,9240,4200,7,日水,火星,50.0,敌方全体阳攻下降5等级 (1回合),"[[2, 1, 4, 1, 5, 50]]",自身阳攻上升2等级 (1回合),"[[1, 1, 1, 1, 2]]"
周擂台1,5002,雾雨魔理沙(5002),9240,4998,7140,9240,4935,7,木土,月星,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台1,6002,雾雨魔理沙(6002),9240,10290,7140,20328,4515,4,日星,木金,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,1116,饕餮尤魔(1116),9240,4998,7140,9240,5460,7,木土,金星,100.0,己方全体受到来自光弹的伤害下降65% (1回合),"[[12, 9, 2, 1, 65, 100]]",无,[]
周擂台1,18005,十六夜咲夜(18005),9240,10290,7140,20328,4725,4,日金,水土,100.0,己方全体受到来自斩击弹的伤害下降65% (1回合),"[[12, 4, 2, 1, 65, 100]]",无,[]
周擂台1,19005,十六夜咲夜(19005),9240,4998,7140,9240,4305,7,火星,日土,100.0,己方全体受到来自能量弹的伤害下降65% (1回合),"[[12, 7, 2, 1, 65, 100]]",无,[]
周擂台1,6062,露娜萨·普莉兹姆利巴(6062),9240,4998,7140,9240,4515,7,水星,日土,50.0,己方全体阳攻上升5等级 (1回合),"[[1, 1, 2, 1, 5, 50]]",己方全体命中上升2等级 (1回合),"[[1, 6, 2, 1, 2]]"
周擂台1,6063,梅露兰·普莉兹姆利巴(6063),9240,4998,7140,9240,4410,7,火木,月金,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台1,6064,莉莉卡·普莉兹姆利巴(6064),9240,10290,7140,20328,4305,4,月水,火木,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台1,4020,藤原妹红(4020),9240,4998,7140,9240,5250,7,月水,木星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,6024,圣白莲(6024),9240,10290,7140,20328,3990,4,火星,水土,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,8032,爱丽丝·玛格特罗伊德(8032),9240,10290,7140,20328,3990,4,木金,日火,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台1,6089,比那名居天子(6089),9240,10290,7140,20328,5250,4,月土,日火,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台1,2014,橙(2014),9240,4998,7140,9240,3990,7,日水,月木,50.0,敌方全体会心回避下降5等级 (1回合),"[[2, 7, 4, 1, 5, 50]]",自身会心攻击上升2等级 (1回合),"[[1, 8, 1, 1, 2]]"
周擂台1,7042,因幡帝(7042),9240,4998,7140,9240,3990,7,日金,月水,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台1,2023,铃仙(2023),9240,4998,7140,9240,3990,7,月金,土,50.0,己方全体会心攻击上升5等级 (1回合),"[[1, 8, 2, 1, 5, 50]]",己方全体会心攻击上升2等级 (1回合),"[[1, 8, 2, 1, 2]]"
周擂台1,2084,风见幽香(2084),9240,4998,7140,9240,3990,7,火木,月土,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,1125,茨木童子之臂(1125),9240,4998,7140,9240,3990,7,土星,月火,50.0,己方全体会心命中上升5等级 (1回合),"[[1, 6, 2, 1, 5, 50], [1, 9, 2, 1, 5, 50]]",己方全体会心命中上升2等级 (1回合),"[[1, 6, 2, 1, 2], [1, 9, 2, 1, 2]]"
周擂台1,11003,蕾米莉亚·斯卡雷特(11003),9240,10290,7140,20328,3990,4,水木,土星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,6010,西行寺幽幽子(6010),9240,4998,7140,9240,4410,7,土星,日金,100.0,己方全体受到来自光弹的伤害下降65% (1回合),"[[12, 9, 2, 1, 65, 100]]",无,[]
周擂台1,7011,魂魄妖梦(7011),9240,10290,7140,20328,5250,4,日火,月土,100.0,己方全体受到来自斩击弹的伤害下降65% (1回合),"[[12, 4, 2, 1, 65, 100]]",无,[]
周擂台1,7062,露娜萨·普莉兹姆利巴(7062),9240,4998,7140,9240,4610,7,金星,日水,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,7063,梅露兰·普莉兹姆利巴(7063),9240,4998,7140,9240,4022,7,土星,月火,100.0,己方全体受到来自追踪弹的伤害下降65% (1回合),"[[12, 11, 2, 1, 65, 100]]",无,[]
周擂台1,7064,莉莉卡·普莉兹姆利巴(7064),9240,10290,7140,20328,5135,4,日木,月火,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台1,7044,射命丸文(7044),9240,4998,7140,9240,5355,7,火金,日木,50.0,敌方全体阴防下降5等级 (1回合),"[[2, 4, 4, 1, 5, 50]]",己方全体速度上升2等级 (1回合),"[[1, 5, 2, 1, 2]]"
周擂台1,6040,河城荷取(6040),9240,4998,7140,9240,3728,7,火星,日金,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台1,5089,比那名居天子(5089),9240,4998,7140,9240,5324,7,月木,水金,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台1,6087,秦こころ(6087),9240,10290,7140,20328,4715,4,木金,月火,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台1,12004,フランドール·スカーレット(12004),9240,4998,7140,9240,5198,7,日水,月金,50.0,己方全体阴攻上升5等级 (1回合),"[[1, 3, 2, 1, 5, 50]]",己方全体速度上升2等级 (1回合),"[[1, 5, 2, 1, 2]]"
周擂台1,5025,茨木華扇(5025),9240,4998,7140,9240,5208,7,金星,水木,50.0,己方全体会心攻击上升5等级 (1回合),"[[1, 8, 2, 1, 5, 50]]",己方全体命中上升2等级 (1回合),"[[1, 6, 2, 1, 2]]"
周擂台1,6049,星熊勇儀(6049),9240,10290,7140,20328,4253,4,月土,水星,100.0,己方全体受到来自体术弹的伤害下降65% (1回合),"[[12, 3, 2, 1, 65, 100]]",无,[]
周擂台1,8038,八坂神奈子(8038),9240,4998,7140,9240,5156,7,月火,木星,50.0,己方全体阳防上升5等级 (1回合),"[[1, 2, 2, 1, 5, 50]]",己方全体阳攻上升2等级 (1回合),"[[1, 1, 2, 1, 2]]"
周擂台1,6094,鬼人正邪(6094),9240,4998,7140,9240,4494,7,水土,日火,50.0,敌方全体阳攻下降5等级 (1回合),"[[2, 1, 4, 1, 5, 50]]",无,[]
周擂台1,7095,少名針妙丸(7095),9240,4998,7140,9240,4662,7,日火,木星,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台1,8039,洩矢諏訪子(8039),9240,4998,7140,9240,4326,7,月星,日水,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台1,7085,霍青娥(7085),9240,10290,7140,20328,4662,4,日土,月金,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台2,1001,博丽灵梦(1001),7140,9240,9240,4998,5040,7,月木金,水星,50.0,己方全体阴防上升5等级 (1回合),"[[1, 4, 2, 1, 5, 50]]",己方全体阳防上升2等级 (1回合),"[[1, 2, 2, 1, 2]]"
周擂台2,1002,雾雨魔理沙(1002),7140,9240,9240,4998,5040,7,日水土,木金,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,1003,蕾米莉亚·斯卡雷特(1003),7140,9240,9240,4998,5565,7,日火金,土星,50.0,己方全体阴攻上升5等级 (1回合),"[[1, 3, 2, 1, 5, 50]]",无,[]
周擂台2,1004,芙兰朵露·斯卡雷特(1004),7140,20328,9240,10290,5565,4,日水木,金星,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,1005,十六夜咲夜(1005),7140,9240,9240,4998,5565,7,火水星,日土,100.0,己方全体受到来自通常弹的伤害下降65% (1回合),"[[12, 1, 2, 1, 65, 100]]",无,[]
周擂台2,1006,帕秋莉·诺蕾姬(1006),7140,20328,9240,10290,5565,4,日土星,火木,100.0,己方全体受到来自镭射弹的伤害下降65% (1回合),"[[12, 2, 2, 1, 65, 100]]",无,[]
周擂台2,1007,红美铃(1007),7140,9240,9240,4998,5040,7,日木金,月水,50.0,己方全体会心命中上升5等级 (1回合),"[[1, 6, 2, 1, 5, 50], [1, 9, 2, 1, 5, 50]]",己方全体阳防上升2等级 (1回合),"[[1, 2, 2, 1, 2]]"
周擂台2,1008,小恶魔(1008),7140,9240,9240,4998,5565,7,日火水,月星,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台2,1009,八云紫(1009),7140,9240,9240,4998,3885,7,月木土,火星,30.0,己方全体结界回复2枚,"[[4, 0, 2, 1, 2, 30]]",己方全体阳防上升2等级 (1回合),"[[1, 2, 2, 1, 2]]"
周擂台2,1010,西行寺幽幽子(1010),7140,20328,9240,10290,3885,4,水土星,火金,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,1011,魂魄妖梦(1011),7140,9240,9240,4998,3885,7,日火水,木土,50.0,对敌方全体附加2枚结界异常「毒雾」 (2回合),"[[6, 4, 4, 2, 2, 50]]",自身阴攻上升2等级 (1回合),"[[1, 3, 1, 1, 2]]"
周擂台2,1012,莉莉怀特(1012),7140,9240,9240,4998,3885,7,月木金,水星,100.0,己方全体受到来自体术弹的伤害下降65% (1回合),"[[12, 3, 2, 1, 65, 100]]",无,[]
周擂台2,1013,八云蓝(1013),7140,20328,9240,10290,3885,4,火水星,日土,100.0,己方全体受到来自斩击弹的伤害下降65% (1回合),"[[12, 4, 2, 1, 65, 100]]",无,[]
周擂台2,1014,橙(1014),7140,9240,9240,4998,3885,7,日火水,月木,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台2,1015,铃仙·优昙华院·因幡(1015),7140,9240,9240,4998,5040,7,木金星,火水,50.0,己方全体结界异常回复2枚,"[[13, 7, 2, 1, 50, 100]]",无,[]
周擂台2,1016,绵月丰姬(1016),7140,20328,9240,10290,5565,4,火木星,日土,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,1017,绵月依姬(1017),7140,9240,9240,4998,5565,7,金土星,火水,50.0,敌方全体阴防下降5等级 (1回合),"[[2, 4, 4, 1, 5, 50]]",无,[]
周擂台2,1018,八意永琳(1018),7140,9240,9240,4998,5040,7,火水星,日木,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台2,1019,蓬莱山辉夜(1019),7140,9240,9240,4998,5040,7,火土星,木金,50.0,敌方全体阴攻下降5等级 (1回合),"[[2, 3, 4, 1, 5, 50]]",自身阴攻上升2等级 (1回合),"[[1, 3, 1, 1, 2]]"
周擂台2,1020,藤原妹红(1020),7140,20328,9240,10290,3885,4,月水土,木星,100.0,己方全体受到来自流体弹的伤害下降65% (1回合),"[[12, 6, 2, 1, 65, 100]]",无,[]
周擂台2,1021,清兰(1021),7140,9240,9240,4998,5565,7,火金星,日水,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台2,1022,铃瑚(1022),7140,20328,9240,10290,3885,4,木金星,水土,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台2,1023,铃仙(1023),7140,9240,9240,4998,5565,7,金土星,日火,50.0,敌方全体会心命中下降5等级 (1回合),"[[2, 6, 4, 1, 5, 50], [2, 9, 4, 1, 5, 50]]",己方全体速度上升2等级 (1回合),"[[1, 5, 2, 1, 2]]"
周擂台2,1024,圣白莲(1024),7140,9240,9240,4998,5040,7,月火水,木星,100.0,己方全体受到来自能量弹的伤害下降65% (1回合),"[[12, 7, 2, 1, 65, 100]]",无,[]
周擂台2,1025,茨木华扇(1025),7140,9240,9240,4998,3885,7,月火水,土星,100.0,己方全体受到来自月属性的伤害下降50% (1回合),"[[13, 2, 2, 1, 50, 100]]",自身命中上升2等级 (1回合),"[[1, 6, 1, 1, 2]]"
周擂台2,1026,本居小铃(1026),7140,20328,9240,10290,5565,4,日木金,月水,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台2,1029,稗田阿求(1029),7140,9240,9240,4998,3885,7,火金星,日水,100.0,己方全体受到来自土属性的伤害下降50% (1回合),"[[13, 7, 2, 1, 50, 100]]",己方全体阴攻上升2等级 (1回合),"[[1, 3, 2, 1, 2]]"
周擂台2,1030,琪露诺(1030),7140,9240,9240,4998,5040,7,日水土,火金,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台2,1031,大妖精(1031),7140,9240,9240,4998,5040,7,木金星,日水,30.0,己方全体体力回复15%,[],己方全体阳攻上升2等级 (1回合),"[[1, 1, 2, 1, 2]]"
周擂台2,1032,爱丽丝·玛格特罗伊德(1032),7140,20328,9240,10290,5565,4,火金星,日水,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台2,1033,桑妮·米尔克,7140,9240,9240,4998,3885,7,月水土,木星,100.0,己方全体受到来自光弹的伤害下降65% (1回合),"[[12, 9, 2, 1, 65, 100]]",无,[]
周擂台2,1034,露娜切露德(1034),7140,20328,9240,10290,5565,4,水土星,日金,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台2,1035,斯塔萨菲雅(1035),7140,9240,9240,4998,5040,7,日木金,月水,50.0,己方全体阳防上升5等级 (1回合),"[[1, 2, 2, 1, 5, 50]]",自身阳攻上升2等级 (1回合),"[[1, 1, 1, 1, 2]]"
周擂台2,1036,梅蒂欣·梅兰可莉(1036),7140,9240,9240,4998,5565,7,月金土,木星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台2,1037,东风谷早苗(1037),7140,9240,9240,4998,5040,7,日火金,水木,50.0,己方全体阳攻上升5等级 (1回合),"[[1, 1, 2, 1, 5, 50]]",无,[]
周擂台2,1038,八坂神奈子(1038),7140,20328,9240,10290,3885,4,月火水,土星,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
